,ID,town,districts,street,Գին,Գին (Ք.Մ.),Սանհանգույց,Շինության տիպը,Առաստաղի բարձրություն,Վիճակը,Մակերես,Սենյակ,Հարկ/Հարկանի
714,126227,Երևան, Կենտրոն, Տերյան փող,"400,000","2,667",1,Մոնոլիտ,3 Մ,Վերանորոգված,150 Ք.Մ.,3,5/8
715,142635,Երևան, Կենտրոն, Սարյան փող,"195,000","2,407",1,Քարե,2.8 Մ,Լավ,81 Ք.Մ.,3,4/5
716,134189,Երևան, Արաբկիր, Ա. Ավետիսյան փող,"130,000","1,429",1,Պանելային,2.8 Մ,Լավ,91 Ք.Մ.,4,10/16
717,147802,Երևան, Կենտրոն, Սայաթ-Նովայի պող,"495,000","3,000",2,Մոնոլիտ,3 Մ,Վերանորոգված,165 Ք.Մ.,4,10/20
718,141812,Երևան, Կենտրոն, Սայաթ-Նովայի պող,"276,000","2,936",1,Պանելային,2.8 Մ,Լավ,94 Ք.Մ.,3,7/12
719,122945,Երևան, Արաբկիր, Ադոնց փող,"211,500","2,488",1,Մոնոլիտ,3 Մ,Վերանորոգված,85 Ք.Մ.,3,3/10
720,147646,Երևան, Արաբկիր, Գուլակյան փող,"113,000","1,852",1,Մոնոլիտ,3 Մ,Զրոյական,61 Ք.Մ.,2,2/5
721,125082,Երևան, Կենտրոն, Սայաթ-Նովայի պող,"380,000","4,222",1,Քարե,3 Մ,Վերանորոգված,90 Ք.Մ.,4,4/5
722,150560,Երևան, Կենտրոն, Սայաթ-Նովայի պող,"188,000","2,350",1,Պանելային,2.8 Մ,Լավ,80 Ք.Մ.,3,7/12
723,152861,Երևան, Կենտրոն, Պուշկինի փող,"365,000","3,724",2,Քարե,3 Մ,Վերանորոգված,98 Ք.Մ.,3,4/4
724,154617,Երևան, Կենտրոն, Հյուսիսային պող,"1,300,000","5,039",3,Մոնոլիտ,3 Մ,Վերանորոգված,258 Ք.Մ.,5,5/8
725,133505,Երևան, Արաբկիր, Ադոնց փող,"210,000","2,188",2,Մոնոլիտ,3 Մ,Վերանորոգված,96 Ք.Մ.,3,4/8
726,148909,Երևան, Կենտրոն, Սայաթ-Նովայի պող,"249,000","2,621",2,Քարե,2.8 Մ,Վերանորոգված,95 Ք.Մ.,3,5/5
727,154614,Երևան, Կենտրոն, Տիգրան Մեծի պող,"255,000","3,072",1,Քարե,3 Մ,Վերանորոգված,83 Ք.Մ.,4,1/5
728,100237,Երևան, Կենտրոն, Նալբանդյան փող,"230,000","3,833",1,Քարե,2.8 Մ,Լավ,60 Ք.Մ.,2,3/5
729,154613,Երևան, Կենտրոն, Կողբացու փող,"130,000","3,095",1,Պանելային,2.8 Մ,Վերանորոգված,42 Ք.Մ.,2,3/9
730,154417,Երևան, Կենտրոն, Անտառային փող,"440,000","3,492",2,Մոնոլիտ,3 Մ,Վերանորոգված,126 Ք.Մ.,4,3/5
731,153796,Երևան, Արաբկիր, Բաղրամյան պող 3րդ նր,"355,000","1,929",3,Մոնոլիտ,3 Մ,Զրոյական,184 Ք.Մ.,4,2/6
732,154600,Երևան, Կենտրոն, Տիգրան Մեծի պող,"192,000","3,556",1,Քարե,3.2 Մ,Վերանորոգված,54 Ք.Մ.,1,3/4
733,154607,Երևան, Արաբկիր, Ազատության պող,"380,000","2,946",2,Մոնոլիտ,3.2 Մ,Վերանորոգված,129 Ք.Մ.,4,5/5
734,154606,Երևան, Արաբկիր, Ադոնց փող,"98,000","2,085",1,Մոնոլիտ,3 Մ,Վերանորոգված,47 Ք.Մ.,2,7/8
735,154603,Երևան, Կենտրոն, Տերյան փող,"365,000","5,214",1,Այլ,3 Մ,Վերանորոգված,70 Ք.Մ.,2,4/5
736,143379,Երևան, Քանաքեռ-Զեյթուն, Կ. Ուլնեցու փող.,"165,000","2,661",1,Մոնոլիտ,3 Մ,Զրոյական,62 Ք.Մ.,2,9/16
737,153374,Երևան, Քանաքեռ-Զեյթուն, Կ. Ուլնեցու փող.,"168,000","2,710",1,Մոնոլիտ,3 Մ,Վերանորոգված,62 Ք.Մ.,2,9/16
738,148733,Երևան, Արաբկիր, Օրբելի Եղբայրների փող,"130,000","1,711",2,Քարե,2.8 Մ,Վերանորոգված,76 Ք.Մ.,3,4/5
739,154453,Երևան, Կենտրոն, Անտառային փող,"196,000","3,439",1,Մոնոլիտ,3.8 Մ,Վերանորոգված,57 Ք.Մ.,2,5/5
740,154588,Երևան, Կենտրոն, Տերյան փող,"400,000","3,960",2,Քարե,3 Մ,Լավ,101 Ք.Մ.,3,4/5
741,154587,Երևան, Կենտրոն, Սարյան փող,"155,000","3,974",1,Քարե,3 Մ,Վերանորոգված,39 Ք.Մ.,2,4/5
742,154586,Երևան, Կենտրոն, Սարյան փող,"155,000","3,974",1,Քարե,3 Մ,Վերանորոգված,39 Ք.Մ.,2,4/5
743,154585,Երևան, Կենտրոն, Տերյան փող,"1,800,000","11,921",2,Մոնոլիտ,3 Մ,Վերանորոգված,151 Ք.Մ.,4,13/22
744,154536,Երևան, Արաբկիր, Օրբելի Եղբայրների փող,"310,000","2,214",2,Քարե,3 Մ,Վերանորոգված,140 Ք.Մ.,4,2/5
745,154545,Երևան, Կենտրոն, Զարոբյան(Զարուբյան) փող,"400,000","4,444",2,Մոնոլիտ,3 Մ,Վերանորոգված,90 Ք.Մ.,3,3/5
746,154582,Երևան, Կենտրոն, Սարյան փող,"215,000","3,583",1,Քարե,3.2 Մ,Լավ,60 Ք.Մ.,2,4/5
747,152922,Երևան, Կենտրոն, Ձորափի փող,"540,000","3,068",2,Մոնոլիտ,3 Մ,Վերանորոգված,176 Ք.Մ.,3,12/15
748,152659,Երևան, Կենտրոն, Լեոի փող,"630,000","3,621",4,Մոնոլիտ,3 Մ,Զրոյական,174 Ք.Մ.,4,6/7
749,154576,Երևան, Քանաքեռ-Զեյթուն, Սևակի փող,"115,000","1,716",1,Մոնոլիտ,3 Մ,Զրոյական,67 Ք.Մ.,2,14/18
750,154575,Երևան, Քանաքեռ-Զեյթուն, Սևակի փող,"115,000","1,716",2,Մոնոլիտ,3 Մ,Զրոյական,67 Ք.Մ.,1,14/18
751,154574,Երևան, Քանաքեռ-Զեյթուն, Սևակի փող,"115,000","1,716",1,Մոնոլիտ,3 Մ,Զրոյական,67 Ք.Մ.,2,14/18
752,154564,Երևան, Կենտրոն, Արամի փող,"245,000","4,298",1,Մոնոլիտ,3 Մ,Վերանորոգված,57 Ք.Մ.,2,5/18
753,154563,Երևան, Կենտրոն, Արամի փող,"245,000","4,298",1,Մոնոլիտ,3 Մ,Վերանորոգված,57 Ք.Մ.,2,5/18
754,154523,Երևան, Արաբկիր, Կոմիտասի պող,"180,000","1,895",2,Մոնոլիտ,3 Մ,Զրոյական,95 Ք.Մ.,3,8/18
755,154524,Երևան, Դավթաշեն, Միկոյան փող,"150,000","2,143",1,Մոնոլիտ,3 Մ,Վերանորոգված,70 Ք.Մ.,2,4/11
756,153682,Երևան, Կենտրոն, Արշակունյաց պող,"159,000","2,338",1,Մոնոլիտ,3 Մ,Զրոյական,68 Ք.Մ.,2,11/14
757,154526,Երևան, Արաբկիր, Կոմիտասի պող,"129,000","1,955",1,Մոնոլիտ,3 Մ,Զրոյական,66 Ք.Մ.,2,12/15
758,154528,Երևան, Արաբկիր, Վրացական փող 4րդ նր,"180,000","2,571",1,Մոնոլիտ,3 Մ,Վերանորոգված,70 Ք.Մ.,2,5/12
759,154535,Երևան, Կենտրոն, Հյուսիսային պող,"1,200,000","7,059",3,Մոնոլիտ,3 Մ,Վերանորոգված,170 Ք.Մ.,3,5/10
760,154552,Երևան, Կենտրոն, Բուզանդի փող,"600,000","6,000",2,Մոնոլիտ,3 Մ,Վերանորոգված,100 Ք.Մ.,3,8/14
761,154297,Երևան, Կենտրոն, Մաշտոցի պող,"265,000","4,077",1,Պանելային,2.8 Մ,Վերանորոգված,65 Ք.Մ.,3,3/6
762,154314,Երևան, Արաբկիր, Այգեձորի փող,"350,000","3,153",3,Պանելային,3 Մ,Վերանորոգված,111 Ք.Մ.,4,9/10
763,154354,Երևան, Կենտրոն, Արամի փող,"320,000","4,267",2,Մոնոլիտ,3 Մ,Վերանորոգված,75 Ք.Մ.,3,10/11
764,154454,Երևան, Կենտրոն, Անտառային փող,"196,000","3,500",1,Մոնոլիտ,3.8 Մ,Վերանորոգված,56 Ք.Մ.,2,5/5
765,154510,Երևան, Կենտրոն, Պուշկինի փող,"157,000","3,271",1,Պանելային,2.8 Մ,Վերանորոգված,48 Ք.Մ.,2,8/9
766,145932,Երևան, Կենտրոն, Պուշկինի փող,"235,000","2,975",1,Քարե,3 Մ,Վերանորոգված,79 Ք.Մ.,3,3/5
767,149533,Երևան, Կենտրոն, Ծիծեռնակաբերդի խճուղի,"1,100,000","4,622",3,Մոնոլիտ,3 Մ,Վերանորոգված,238 Ք.Մ.,5,17/17
768,145489,Երևան, Կենտրոն, Կորի փող. 1ին նր,"330,000","2,391",2,Քարե,2.8 Մ,Վերանորոգված,138 Ք.Մ.,4,4/5
769,127869,Երևան, Կենտրոն, Լեոի փող,"540,000","3,600",3,Մոնոլիտ,3.2 Մ,Զրոյական,150 Ք.Մ.,3,5/16
770,112955,Երևան, Կենտրոն, Արամի փող,"1,100,000","6,111",3,Մոնոլիտ,3 Մ,Վերանորոգված,180 Ք.Մ.,4,15/17
771,153601,Երևան, Կենտրոն, Անտառային փող,"325,000","3,283",2,Այլ,3 Մ,Վերանորոգված,99 Ք.Մ.,3,5/6
772,152720,Երևան, Կենտրոն, Սարյան փող,"300,000","3,061",1,Քարե,3.2 Մ,Վերանորոգված,98 Ք.Մ.,3,4/4
773,153244,Երևան, Կենտրոն, Անտառային փող,"395,000","2,705",2,Մոնոլիտ,3 Մ,Վերանորոգված,146 Ք.Մ.,3,5/5
774,130988,Երևան, Կենտրոն, Անտառային փող,"275,000","3,274",1,Մոնոլիտ,3.2 Մ,Վերանորոգված,84 Ք.Մ.,3,4/4
775,137670,Երևան, Կենտրոն, Բաղրամյան պող(Կենտրոն),"210,000","3,387",1,Քարե,3 Մ,Վերանորոգված,62 Ք.Մ.,2,4/4
776,153766,Երևան, Կենտրոն, Հանրապետության փող,"295,000","3,933",1,Քարե,3 Մ,Վերանորոգված,75 Ք.Մ.,2,4/4
777,153873,Երևան, Կենտրոն, Թամանյան փող,"320,000","3,478",1,Քարե,2.8 Մ,Վերանորոգված,92 Ք.Մ.,3,2/5
778,154041,Երևան, Կենտրոն, Սայաթ-Նովայի պող,"247,000","3,742",1,Պանելային,2.8 Մ,Վերանորոգված,66 Ք.Մ.,3,9/12
779,153862,Երևան, Կենտրոն, Արգիշտի փող,"300,000","3,371",1,Մոնոլիտ,3.2 Մ,Վերանորոգված,89 Ք.Մ.,3,14/15
780,153829,Երևան, Կենտրոն, Պռոշյան փող,"250,000","3,623",1,Քարե,3.2 Մ,Լավ,69 Ք.Մ.,2,3/4
781,153722,Երևան, Կենտրոն, Արշակունյաց պող,"200,000","3,509",1,Մոնոլիտ,3 Մ,Վերանորոգված,57 Ք.Մ.,2,16/18
782,138808,Երևան, Կենտրոն, Պուշկինի փող,"243,000","3,000",1,Քարե,3.2 Մ,Լավ,81 Ք.Մ.,3,3/4
783,140226,Երևան, Կենտրոն, Արգիշտի փող,"225,000","2,586",1,Մոնոլիտ,3 Մ,Վերանորոգված,87 Ք.Մ.,3,13/14
784,154496,Երևան, Կենտրոն, Մաշտոցի պող,"269,000","3,241",2,Քարե,3 Մ,Վերանորոգված,83 Ք.Մ.,3,5/5
785,154405,Երևան, Կենտրոն, Կողբացու փող,"320,000","5,614",1,Մոնոլիտ,3 Մ,Վերանորոգված,57 Ք.Մ.,2,9/18
786,147416,Երևան, Կենտրոն, Պուշկինի փող,"280,000","3,784",1,Մոնոլիտ,3 Մ,Վերանորոգված,74 Ք.Մ.,3,8/8
787,143019,Երևան, Կենտրոն, Հանրապետության փող,"845,000","6,870",2,Մոնոլիտ,3 Մ,Վերանորոգված,123 Ք.Մ.,3,5/8
788,125510,Երևան, Կենտրոն, Բուզանդի փող,"930,000","6,200",2,Մոնոլիտ,3 Մ,Վերանորոգված,150 Ք.Մ.,4,11/13
789,133544,Երևան, Կենտրոն, Սարմենի փող,"700,000","5,185",2,Մոնոլիտ,3 Մ,Վերանորոգված,135 Ք.Մ.,4,8/10
790,130219,Երևան, Կենտրոն, Սարյան փող,"229,000","2,489",2,Քարե,2.8 Մ,Լավ,92 Ք.Մ.,3,6/8
791,145120,Երևան, Կենտրոն, Տերյան փող,"1,500,000","5,747",3,Մոնոլիտ,3 Մ,Վերանորոգված,261 Ք.Մ.,4,4/13
792,140722,Երևան, Կենտրոն, Սարյան փող,"400,000","4,000",2,Քարե,3.2 Մ,Վերանորոգված,100 Ք.Մ.,3,3/4
793,152393,Երևան, Կենտրոն, Կողբացու փող,"295,000","4,917",1,Մոնոլիտ,2.8 Մ,Վերանորոգված,60 Ք.Մ.,2,10/15
794,152501,Երևան, Կենտրոն, Թումանյան փող,"410,000","3,254",2,Մոնոլիտ,3.2 Մ,Վերանորոգված,126 Ք.Մ.,4,4/4
795,142376,Երևան, Կենտրոն, Անտառային,"200,000","2,985",1,Մոնոլիտ,3 Մ,Վերանորոգված,67 Ք.Մ.,3,4/5
796,130944,Երևան, Կենտրոն, Ղազար Փարպեցու փող,"580,000","3,694",4,Քարե,3.2 Մ,Լավ,157 Ք.Մ.,4,1/4
797,148405,Երևան, Կենտրոն, Աբովյան փող,"310,000","4,189",1,Քարե,3.2 Մ,Լավ,74 Ք.Մ.,2,3/5
798,143222,Երևան, Կենտրոն, Հյուսիսային պող,"550,000","4,741",2,Մոնոլիտ,3 Մ,Վերանորոգված,116 Ք.Մ.,3,7/10
799,153776,Երևան, Կենտրոն, Եկմալյան փող,"530,000","3,985",2,Մոնոլիտ,3 Մ,Վերանորոգված,133 Ք.Մ.,4,12/14
800,124690,Երևան, Կենտրոն, Սարյան փող,"400,000","3,125",2,Մոնոլիտ,3 Մ,Վերանորոգված,128 Ք.Մ.,3,4/6
801,131060,Երևան, Կենտրոն, Արամի փող,"625,000","4,771",2,Մոնոլիտ,3 Մ,Վերանորոգված,131 Ք.Մ.,4,7/17
802,153439,Երևան, Կենտրոն, Աբովյան փող,"250,000","3,731",1,Քարե,2.8 Մ,Լավ,67 Ք.Մ.,3,5/5
803,151853,Երևան, Կենտրոն, Պուշկինի փող,"325,000","3,009",2,Քարե,3.2 Մ,Վերանորոգված,108 Ք.Մ.,4,4/4
804,154541,Երևան, Կենտրոն, Բուզանդի փող,"600,000","6,000",2,Մոնոլիտ,3 Մ,Վերանորոգված,100 Ք.Մ.,3,8/13
805,126287,Երևան, Կենտրոն, Կողբացու փող,"685,000","2,740",2,Քարե,3.2 Մ,Վերանորոգված,250 Ք.Մ.,5,6/6
806,154519,Երևան, Կենտրոն, Պուշկինի փող,"470,000","3,588",2,Մոնոլիտ,3.2 Մ,Վերանորոգված,131 Ք.Մ.,3,8/11
807,154557,Երևան, Արաբկիր, Աղբյուր Սերոբ փող,"180,000","2,368",1,Մոնոլիտ,3 Մ,Զրոյական,76 Ք.Մ.,2,2/14
808,154553,Երևան, Կենտրոն, Բուզանդի փող,"600,000","6,000",2,Մոնոլիտ,3 Մ,Վերանորոգված,100 Ք.Մ.,3,8/14
809,143006,Երևան, Դավթաշեն, Միկոյան փող,"168,000","2,333",1,Մոնոլիտ,3 Մ,Վերանորոգված,72 Ք.Մ.,2,9/16
810,148635,Երևան, Արաբկիր, Օրբելի Եղբայրների փող,"129,000","1,697",2,Քարե,2.8 Մ,Վերանորոգված,76 Ք.Մ.,3,4/5
811,152788,Երևան, Արաբկիր, Աղբյուր Սերոբ փող,"285,000","3,202",2,Քարե,3.2 Մ,Լավ,89 Ք.Մ.,3,2/4
812,132257,Երևան, Արաբկիր, Մամիկոնյանց փող,"205,000","2,563",1,Մոնոլիտ,3 Մ,Վերանորոգված,80 Ք.Մ.,3,11/20
813,134658,Երևան, Կենտրոն, Վարդանանց փող,"180,000","2,338",1,Պանելային,2.8 Մ,Վերանորոգված,77 Ք.Մ.,3,6/9
814,148820,Երևան, Կենտրոն, Սայաթ-Նովայի պող,"185,000","3,083",1,Քարե,3.2 Մ,Լավ,60 Ք.Մ.,2,2/5
815,91359,Երևան, Արաբկիր, Կոմիտասի պող,"390,000","3,482",1,Մոնոլիտ,3 Մ,Վերանորոգված,112 Ք.Մ.,3,4/17
816,141356,Երևան, Կենտրոն, Զաքյան փող,"150,000","2,830",1,Քարե,2.8 Մ,Լավ,53 Ք.Մ.,2,4/4
817,131104,Երևան, Կենտրոն, Սպենդիարյան փող,"250,000","5,556",1,Քարե,3.2 Մ,Վերանորոգված,45 Ք.Մ.,2,4/5
818,152478,Երևան, Կենտրոն, Մ․ Մելքոնյան փող,"230,000","2,054",2,Մոնոլիտ,3 Մ,Վերանորոգված,112 Ք.Մ.,3,3/12
819,140104,Երևան, Կենտրոն, Աբովյան փող,"560,000","4,870",2,Քարե,3.2 Մ,Վերանորոգված,115 Ք.Մ.,3,3/5
820,136281,Երևան, Կենտրոն, Հյուսիսային պող,"1,180,000","5,221",2,Մոնոլիտ,3 Մ,Վերանորոգված,226 Ք.Մ.,3,6/8
821,93881,Երևան, Կենտրոն, Հերացու փող,"190,000","2,639",1,Քարե,2.8 Մ,Լավ,72 Ք.Մ.,2,2/6
822,142936,Երևան, Արաբկիր, Օրբելի Եղբայրների փող,"219,000","2,305",2,Պանելային,2.8 Մ,Վերանորոգված,95 Ք.Մ.,3,5/9
823,153626,Երևան, Կենտրոն, Արշակունյաց պող,"130,000","2,500",1,Մոնոլիտ,3.2 Մ,Զրոյական,52 Ք.Մ.,2,12/14
824,145121,Երևան, Կենտրոն, Քաջազնունու փող,"140,000","1,489",1,Պանելային,2.8 Մ,Վերանորոգված,94 Ք.Մ.,3,3/12
825,154538,Երևան, Նորք Մարաշ, Գ. Հովսեփյան փող,"385,000","3,667",2,Մոնոլիտ,3 Մ,Զրոյական,105 Ք.Մ.,3,2/5
826,154127,Երևան, Նորք Մարաշ, Գ. Հովսեփյան փող,"385,000","3,667",2,Այլ,3.2 Մ,Զրոյական,105 Ք.Մ.,3,2/5
827,154514,Երևան, Արաբկիր, Հր.Քոչար փող,"138,000","2,464",1,Քարե,2.8 Մ,Վերանորոգված,56 Ք.Մ.,2,5/5
828,153477,Երևան, Արաբկիր, Երզնկյան փող,"199,000","2,287",1,Մոնոլիտ,2.8 Մ,Վերանորոգված,87 Ք.Մ.,2,4/8
829,120867,Երևան, Արաբկիր, Արաբկիր 19րդ փող,"165,000","1,833",1,Պանելային,2.8 Մ,Վերանորոգված,90 Ք.Մ.,3,4/13
830,147948,Երևան, Կենտրոն, Թումանյան փող,"305,000","4,067",1,Քարե,2.8 Մ,Վերանորոգված,75 Ք.Մ.,3,2/5
831,154465,Երևան, Կենտրոն, Լեոի փող,"780,000","4,509",4,Մոնոլիտ,3 Մ,Զրոյական,173 Ք.Մ.,4,7/7
832,154464,Երևան, Կենտրոն, Լեոի փող,"917,000","4,517",3,Մոնոլիտ,3.2 Մ,Զրոյական,203 Ք.Մ.,4,7/7
833,154171,Երևան, Արաբկիր, Ն. Տիգրանյան փող փակ,"265,000","2,819",1,Մոնոլիտ,3 Մ,Վերանորոգված,94 Ք.Մ.,3,11/14
834,154005,Երևան, Ավան, Ծարավ Աղբյուրի փող.,"155,000","2,925",1,Մոնոլիտ,3 Մ,Վերանորոգված,53 Ք.Մ.,2,13/16
835,154367,Երևան, Կենտրոն, Արշակունյաց պող,"135,000","2,250",1,Մոնոլիտ,2.8 Մ,Զրոյական,60 Ք.Մ.,2,6/18
836,154106,Երևան, Արաբկիր, Մալխասյանց փող,"180,000","2,466",1,Մոնոլիտ,2.8 Մ,Զրոյական,73 Ք.Մ.,2,8/16
837,152665,Երևան, Արաբկիր, Արծրունու փող,"110,000","1,410",2,Պանելային,2.8 Մ,Լավ,78 Ք.Մ.,3,5/14
838,154420,Երևան, Կենտրոն, Պարոնյան փող,"325,000","4,012",1,Մոնոլիտ,2.8 Մ,Լավ,81 Ք.Մ.,3,13/14
839,154407,Երևան, Կենտրոն, Արգիշտի փող,"180,000","2,769",1,Մոնոլիտ,3 Մ,Վերանորոգված,65 Ք.Մ.,2,5/14
840,153993,Երևան, Աջափնյակ, Լենինգրադյան փող,"205,000","2,356",2,Մոնոլիտ,3 Մ,Զրոյական,87 Ք.Մ.,3,15/16
841,154376,Երևան, Կենտրոն, Բուզանդի փող,"1,600,000","6,897",3,Մոնոլիտ,3 Մ,Վերանորոգված,232 Ք.Մ.,5,7/9
842,154369,Երևան, Կենտրոն, Արշակունյաց պող,"130,000","2,281",1,Մոնոլիտ,2.8 Մ,Զրոյական,57 Ք.Մ.,2,6/18
843,154173,Երևան, Կենտրոն, Արամի փող,"325,000","5,000",1,Մոնոլիտ,3 Մ,Վերանորոգված,65 Ք.Մ.,2,11/18
844,154497,Երևան, Աջափնյակ, Նազարբեկյան թաղ,"180,000","1,343",2,Մոնոլիտ,3 Մ,Զրոյական,134 Ք.Մ.,3,5/20
845,153872,Երևան, Դավթաշեն, Դավթաշեն 4 թաղ,"138,000","2,000",1,Մոնոլիտ,3 Մ,Վերանորոգված,69 Ք.Մ.,2,4/16
846,154508,Երևան, Դավթաշեն, Դավթաշեն 4 թաղ,"138,000","2,000",1,Մոնոլիտ,3 Մ,Վերանորոգված,69 Ք.Մ.,2,4/16
847,154506,Երևան, Արաբկիր, Ռիգայի փող,"275,000","2,546",2,Մոնոլիտ,3 Մ,Զրոյական,108 Ք.Մ.,3,11/12
848,154504,Երևան, Կենտրոն, Արշակունյաց պող,"185,000","3,246",1,Մոնոլիտ,3 Մ,Վերանորոգված,57 Ք.Մ.,2,3/18
849,154500,Երևան, Կենտրոն, Պուշկինի փող,"360,000","4,045",2,Մոնոլիտ,3 Մ,Վերանորոգված,89 Ք.Մ.,3,6/13
850,154495,Երևան, Կենտրոն, Մաշտոցի պող,"269,000","3,241",2,Քարե,3 Մ,Վերանորոգված,83 Ք.Մ.,3,5/5
851,129890,Երևան, Կենտրոն, Արամի փող,"1,600,000","4,638",5+,Մոնոլիտ,3 Մ,Վերանորոգված,345 Ք.Մ.,7+,7/15
852,154412,Երևան, Կենտրոն, Հանրապետության փող,"800,000","4,651",3,Մոնոլիտ,3 Մ,Վերանորոգված,172 Ք.Մ.,4,5/8
853,154223,Երևան, Կենտրոն, Ձորափի փող,"210,000","3,182",1,Մոնոլիտ,2.8 Մ,Վերանորոգված,66 Ք.Մ.,3,4/12
854,147619,Երևան, Կենտրոն, Արգիշտի փող,"99,000","2,750",1,Մոնոլիտ,3 Մ,Վերանորոգված,36 Ք.Մ.,1,11/14
855,154490,Երևան, Կենտրոն, Բաղրամյան պող 1 փակ,"195,000","2,438",1,Պանելային,2.8 Մ,Վերանորոգված,80 Ք.Մ.,3,7/10
856,151405,Երևան, Արաբկիր, Հր.Քոչար փող,"175,000","2,273",1,Այլ,5 Մ+,Վերանորոգված,77 Ք.Մ.,2,6/9
857,134937,Երևան, Քանաքեռ-Զեյթուն, Ներսիսյան փող. փակ.,"740,000","2,751",4,Մոնոլիտ,3 Մ,Վերանորոգված,269 Ք.Մ.,4,17/19
858,154458,Երևան, Արաբկիր, Բաղրամյան պող(Արաբկիր),"240,000","2,927",1,Մոնոլիտ,3 Մ,Վերանորոգված,82 Ք.Մ.,2,10/17
859,154477,Երևան, Դավթաշեն, Դավթաշեն 2 թաղ,"115,000","1,513",1,Պանելային,2.8 Մ,Վերանորոգված,76 Ք.Մ.,3,7/9
860,153767,Երևան, Դավթաշեն, Միկոյան փող,"230,000","2,091",1,Մոնոլիտ,3 Մ,Վերանորոգված,110 Ք.Մ.,3,4/18
861,154471,Երևան, Ավան, Աճառյան փող.,"70,000","1,556",1,Քարե,2.8 Մ,Լավ,45 Ք.Մ.,2,5/5
862,154296,Երևան, Կենտրոն, Մաշտոցի պող,"265,000","4,077",1,Պանելային,2.8 Մ,Վերանորոգված,65 Ք.Մ.,3,3/6
863,152859,Երևան, Կենտրոն, Պուշկինի փող,"360,000","3,673",2,Մոնոլիտ,3 Մ,Վերանորոգված,98 Ք.Մ.,3,8/10
864,154044,Երևան, Արաբկիր, Վ.Փափազյան փող,"125,000","1,689",1,Քարե,2.8 Մ,Լավ,74 Ք.Մ.,3,4/5
865,143710,Երևան, Դավթաշեն, Միկոյան փող,"260,000","2,364",2,Մոնոլիտ,3 Մ,Վերանորոգված,110 Ք.Մ.,3,18/18
866,154469,Երևան, Կենտրոն, Լեոի փող,"780,000","4,509",1,Մոնոլիտ,3 Մ,Զրոյական,173 Ք.Մ.,5,7/7
867,154468,Երևան, Կենտրոն, Լեոի փող,"917,000","4,517",3,Մոնոլիտ,3 Մ,Զրոյական,203 Ք.Մ.,4,7/7
868,154467,Երևան, Կենտրոն, Լեոի փող,"780,000","4,509",4,Մոնոլիտ,3 Մ,Զրոյական,173 Ք.Մ.,5,7/7
869,154466,Երևան, Կենտրոն, Լեոի փող,"918,000","4,522",3,Մոնոլիտ,3 Մ,Զրոյական,203 Ք.Մ.,4,7/7
870,154322,Երևան, Արաբկիր, Հր.Քոչար փող,"300,000","1,554",3,Քարե,2.8 Մ,Վերանորոգված,193 Ք.Մ.,5,5/6
871,151971,Երևան, Կենտրոն, Աբովյան փող,"180,000","2,466",1,Պանելային,2.8 Մ,Վերանորոգված,73 Ք.Մ.,3,9/12
872,154346,Երևան, Կենտրոն, Արամի փող,"320,000","4,267",2,Մոնոլիտ,3 Մ,Վերանորոգված,75 Ք.Մ.,3,10/11
873,154152,Երևան, Կենտրոն, Հանրապետության փող,"330,000","1,930",2,Քարե,3.2 Մ,Վերանորոգված,171 Ք.Մ.,4,4/4
874,152621,Երևան, Կենտրոն, Լեոի փող,"740,000","3,394",4,Մոնոլիտ,3 Մ,Զրոյական,218 Ք.Մ.,4,6/7
875,154459,Երևան, Արաբկիր, Բաղրամյան պող(Արաբկիր),"240,000","2,927",1,Մոնոլիտ,3 Մ,Վերանորոգված,82 Ք.Մ.,2,10/17
876,154341,Երևան, Աջափնյակ, Նազարբեկյան թաղ,"170,000","1,269",2,Մոնոլիտ,3.2 Մ,Զրոյական,134 Ք.Մ.,3,5/20
877,154336,Երևան, Արաբկիր, Կոմիտասի պող,"100,000","1,613",1,Քարե,2.8 Մ,Վերանորոգված,62 Ք.Մ.,3,5/5
878,154333,Երևան, Կենտրոն, Պուշկինի փող,"260,000","2,680",2,Պանելային,2.8 Մ,Լավ,97 Ք.Մ.,3,2/9
879,154330,Երևան, Կենտրոն, Արշակունյաց պող,"148,000","2,467",1,Մոնոլիտ,3 Մ,Զրոյական,60 Ք.Մ.,2,7/18
880,154129,Երևան, Նորք Մարաշ, Գ. Հովսեփյան փող,"385,000","3,667",2,Մոնոլիտ,3 Մ,Զրոյական,105 Ք.Մ.,3,2/5
881,154325,Երևան, Արաբկիր, Կիևյան փող,"225,000","2,083",2,Քարե,3.2 Մ,Վերանորոգված,108 Ք.Մ.,3,3/5
882,149641,Երևան, Արաբկիր, Մալխասյանց փող,"395,000","3,038",2,Մոնոլիտ,3.2 Մ,Վերանորոգված,130 Ք.Մ.,4,12/15
883,154211,Երևան, Արաբկիր, Կոմիտասի պող,"270,000","2,621",5+,Մոնոլիտ,3 Մ,Վերանորոգված,103 Ք.Մ.,3,8/20
884,154209,Երևան, Կենտրոն, Կորյուն փող,"185,000","2,534",1,Քարե,3.2 Մ,Վերանորոգված,73 Ք.Մ.,3,3/4
885,154200,Երևան, Կենտրոն, Արգիշտի փող,"155,000","3,100",1,Մոնոլիտ,3 Մ,Լավ,50 Ք.Մ.,2,5/14
